study,date,researcher,country,site,religion,subject_id,subject_gender,subject_age,subject_job,subject_schedule,subject_livedhere,subject_lang,subject_marital,subject_hs,subject_liveswith,servicesperweek,specialrole,hurtwfeelings_anger,hurtwthoughts_anger,healtheffectbyproxy_anger,hurtviaspirit_anger,helpwthoughts_caring,helpviaspirit_caring,healtheffectbyproxy_caring,hurtwfeelings_envy,hurtwthoughts_envy,hurtviaspirit_envy,thoughtsharmppldirectly,spiritsusethoughtsharm,childexp_abs,forgetsurrounding_abs,poeticlanguage_abs,starepicture_abs,mindenvelopworld_abs,cloudshapes_abs,vividdaydream_abs,mysticalexp_abs,stepoutsidemyself_abs,textures_abs,doublyreal_abs,caughtupinmusic_abs,heavybody_abs,sensepresence_abs,woodfireimagine_abs,immersednature_abs,colormeaning_abs,wanderthoughtstask_abs,clearpastexp_abs,meaninglesstoothers_abs,actinginplay_abs,visualthoughts_abs,delightsmallthings_abs,organmusic_abs,changenoise_abs,vividsmellmemories_abs,synesthesiasound_abs,predictwords_abs,physicalmemories_abs,fascinatingvoice_abs,invisiblepresence_abs,sponthoughtsimages_abs,synesthesiasmell_abs,emosunset_abs,godviapeople,godviascript,godviamind,godvoxaloud,godcommpics,godviavisions,godviadreams,godguideviaknowing,godguideviasensations,godviabodyexperiences,godsenseplaceinbody,godviatouch,godviasmell,neartangiblegod,presencenotgod,presencedemon,beingentbody,seehearnotgod,whitelight,trmblshakespirtpwr,rushofspiritpwr,intenseemospiritpwr,timeslowpray,mindspiritexitbody,humanshapeshift,spiritbeingencounter,sleepparalysis,voxwhenalone,seethingscornereye
study 1,2017-03-18,Rsmith,Vanuatu,urban,local,99156,Male,27,Unemployed,N/a,15y,Tongariki,Singel (Single),Yes,"stret mama (Mother),stret papa (Father), brata o sista (Sibling(s)),i bitim 5 (Lives with over 5 people)","Sunday, Youth",1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
study 1,2017-10-08,JBrahinsky,US,urban,local,99157,Male,47,Pgm Msnager,43317,16,Eng,Married,Yes,"Child,Spouse",1,0,2,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study 1,2017-09-10,Rsmith,Vanuatu,rural,charismatic,99158,Female,60,Garden,NA,Life,Magarisy Namakura,Wido (Widowed),No,sam pikinini (Multiple children),Everyday,1,2,0,2,2,0,0,NA,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,NA,1,1,0,NA,0
study 1,2017-07-15,VDzokoto,Ghana,rural,charismatic,99159,Female,38,Teacher,35 Hours A Week,10 Years,"Fante, Ga, English",Married Ana aware,Yes Nyew,Lives with over 5 people NkorÉ”fo a wÉ”bor enum tse,43134,1,1,2,2,3,0,2,1,1,1,1,1,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
study 1,2017-08-21,VDzokoto,Ghana,rural,charismatic,99160,Male,31,"Excavator OperTor, Sanitation Inspector",M-f 7:30 A 5,15 Years,"Fante, Twi, English",Married Ana aware,Yes Nyew,Spouse Menye me kum/yer,2,0,2,0,3,2,0,2,1,3,0,2,2,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,NA,1,0,0,0,0,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0
study 1,2017-08-18,VDzokoto,Ghana,rural,local,99161,Female,NA,Bosomfo And Farmer,43263,15 Years,Fante,Divorced Egyae aware,No Oho/ dabi,Multiple children Menye mbofra pii tse,N/a,1,1,3,2,2,0,2,1,3,2,1,0,2,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,NA,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
study 1,2017-02-17,Faulino,Thailand,urban,charismatic,99162,Female,26,Acct Admin,Stable Plus Masters Study,8 Years,Northern And Thai,Single,Yes,Friends/roommates,4,1,0,0,0,0,3,0,3,1,0,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0.5,0.5,0,0,1,0,0,0,0,0,0,0
study 1,2017-03-07,Emng,China,rural,charismatic,99163,Female,60,Subsistence Farming,Two Months Busy Seasons,43 Years,Nanyang Dialect,Married,No,Spouse,At Church Almost Every Day,1,NA,NA,0,2,0,2,1,1,0,2,0,2,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0.5,0,0,0,0,1,1,1,0,0,0,1,0,1
study 1,2017-01-09,Emng,China,urban,local,99164,Female,28,Marketing For Tourism,Stable,10 Years,Mandarin,Single,Yes,Friends/roommates,Once,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
study 1,2017-04-25,Jdulin,Ghana,urban,local,99165,Female,21,Traditionalist,2,21,Fante,Married,No,Spouse,7,1,1,3,1,3,2,3,2,2,1,3,2,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
study 1,2017-04-21,Emng,China,urban,charismatic,99166,Female,42,Actress,Loose Unstable Hours,All Her Life,Shanghainese,Single,Yes,"Father,Mother",2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
study 1,2017-09-10,Rsmith,Vanuatu,rural,charismatic,99167,Female,45,Gardener,NA,Life,Mangarisu Tongoa Namakura,Maret finis (Married),No,"wan pikinini (Child),sam pikinini (Multiple children),man o woman blong yu (Spouse),aotsaet family (Other relatives)",2,1,2,0,2,3,0,NA,NA,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,0,1,1,1,0,1,0,0,0.5,1,1,NA,0
study 1,2017-06-07,Faulino,Thailand,urban,charismatic,99168,Female,36,Unstable hours,Staff At All Church,Entire Life,Northern Thai,Married,Yes,Spouse,6+,1,3,1,1,1,0,1,2,3,0,0,0,NA,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
study 1,2017-06-02,Jdulin,Ghana,urban,local,99169,Male,32,Traditionalist,12,32,Fante,Single,Yes,Lives alone,Twice,0,2,3,1,3,1,1,1,3,3,2,2,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1
study 1,2017-07-29,VDzokoto,Ghana,rural,charismatic,99170,Female,26,Hair Dresser Apprentice,"M-w, Fr - Sa 7 - 4",8 Years,"Nzema, Fante, English",Married Ana aware,Yes Nyew,Multiple children Menye mbofra pii tse,43135,1,3,1,2,2,0,1,1,3,1,2,1,2,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
study 1,2017-02-18,JBrahinsky,US,rural,charismatic,99171,Male,59,Truck Driver,43286,59,Eng/span,"Single ,Divorced",Yes,Lives alone,2 Times,0,1,2,1,2,2,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0.5,1,1,0,1
study 1,2017-08-01,Faulino,Thailand,rural,local,99172,Female,29,Unstable hours,Professor,"10, Native Chiang Dao",Northern,Engaged,Yes,"Sibling(s),Mother,Father",2/month,0,2,NA,1,3,NA,3,NA,0,0,0,2,2,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.5,NA,1,1,1
study 1,2017-04-07,JBrahinsky,US,rural,local,99173,Male,40,Childcare,7-530,40,Eng,Married,Yes,"Multiple children,Spouse",43102,0,3,1,2,1,0,0,2,1,1,1,1,NA,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-10-07,JBrahinsky,US,urban,local,99174,Female,30,Grad Student,Rabdom,6,Eng,Married,Yes,Spouse,0.5,0,2,0,0,0,2,NA,2,2,0,0,NA,NA,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0
study 1,2017-10-06,Emng,China,urban,local,99175,Female,32,IT Sales,Stable,6+ Years,Jiangsu Dialect,Single,Yes,Friends/roommates,Go When Feel Stressed,0,1,0,0,0,0,1,NA,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,NA,1,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
study 1,2017-04-30,Emng,China,rural,charismatic,99176,Female,37,Kindergarten Teacher,Stable,Born And Raised,Henan Dialect,Married,No,Multiple children,1,1,3,0,0,0,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0
study 1,2017-04-30,Emng,China,rural,charismatic,99177,Female,68,Farmer (self And Hired),Seasonal,Long,Henan Dialect,Married,No,Partner,2+,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
study 1,2017-04-06,JBrahinsky,US,rural,charismatic,99178,Male,25,Facilities Mgr At Church,43355,10,Eng,Married,Yes,Spouse,1,1,2,0,0,0,0,3,2,1,0,0,2,2,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
study 1,2017-03-30,Rsmith,Vanuatu,urban,charismatic,99179,Female,54,"National Coordinator, Volunteer",Irregular,3 Months,"Namakura, Tongoa",Singel (Single),No,"i bitim 5 (Lives with over 5 people),aotsaet family (Other relatives),stret papa (Father)",43134,1,2,1,1,2,0,2,3,1,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
study 1,2017-03-26,Emng,China,urban,charismatic,99180,Female,54,Kindergarten Teacher,On Break Now,Born And Raised,Shanghainese,Married,Yes,Partner,3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
study 1,2017-04-19,Faulino,Thailand,rural,charismatic,99181,Female,48,Unstable hours,Fruit Farmer,Back 10+ Years,Northern,"Married,Divorced",No,"Spouse,Father,Sibling(s)",43163,1,1,3,0,NA,2,0,2,3,0,3,3,3,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0.5,0,1,0,1
study 1,2017-04-06,JBrahinsky,US,rural,charismatic,99182,Female,20,Nursing Asst,430-730,20,Eng/span,Single,Yes,"Mother,Father,Sibling(s)",1,0,3,0,1,1,1,2,1,2,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0.5,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
study 1,2017-01-09,Emng,China,urban,local,99183,Male,43,Advertising,Stable,Almost 30 Years,Zhejiang Dialect,Divorced,Yes,Mother,Less Than One,0,NA,1,1,0,1,0,3,3,0,0,1,NA,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,NA,0,0,1,1,0
study 1,2017-03-26,Emng,China,urban,charismatic,99184,Male,29,IT,Stable,4years,Anhui Dialect,Single,Yes,Friends/roommates,2,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
study 1,2017-01-09,Emng,China,urban,local,99185,Male,52,Corporate Accountant,Stable,Born And Raised,Shanghainese,Married,Yes,"Child,Spouse",Less Than One,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.5,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
study 1,2017-03-26,Emng,China,urban,charismatic,99186,Male,31,Marketing,Flexible,6.5 Years,Fuzhounese,Married,Yes,"Partner,Friends/roommates",3,0,1,0,1,0,0,3,0,2,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,NA,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
study 1,2017-03-17,Faulino,Thailand,urban,local,99187,Female,38,Unstable hours,Researcher,From Pitsanilok,Country,Single,Yes,Lives alone,Weekly,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
study 1,2017-02-23,Jdulin,Ghana,urban,charismatic,99188,Female,33,Administrative Assistant,40,Five Years,Fante,Single,Yes,Lives alone,16 Years,1,3,3,2,3,3,3,2,3,3,3,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1
study 1,2017-09-10,Rsmith,Vanuatu,rural,charismatic,99189,Female,46,Gardener,NA,Life,"Panita Tongoa, Nakanamang",Divos (Divorced),No,"man o woman blong yu (Spouse),stret mama (Mother), brata o sista (Sibling(s)),sam pikinini (Multiple children)",Everyday,1,1,1,1,1,NA,NA,NA,2,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0.5,0,1,NA,1,1,1,1,1,0,1,1,1,1,0,1,NA,1,1,1,0,0,1,1,1,NA,1
study 1,2017-02-18,Rsmith,Vanuatu,urban,local,99190,Female,69,Retired Teacher,N/a,50years,"Namakura, Tongoa",Married,Yes,"Spouse,Child,Other relatives,Lives with over 5 people",2 Inc Women,1,1,0,0,0,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.5,0,1,0.5,0,0,0,0,0,0.5,1,0,0,0
study 1,2017-04-05,Faulino,Thailand,rural,charismatic,99191,Male,47,Unstable hours,Freelance Writer,All Life,Northern,Married,Yes,"Child,Spouse",1x,0,1,0,0,1,2,3,3,0,0,1,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
study 1,2018-03-29,JBrahinsky,US,rural,local,99192,Male,43,Mgr,43287,18,Eng,Married,Yes,"Multiple children,Spouse",1,0,2,0,0,0,0,2,2,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
study 1,2017-08-13,VDzokoto,Ghana,rural,charismatic,99193,Female,30,Seamstress And Farmer,M-f 7-4,10 Years,"Fante, French",Married Ana aware,No Oho/ dabi,Spouse Menye me kum/yer,2,1,2,0,1,0,0,1,NA,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-07-15,VDzokoto,Ghana,rural,local,99194,Female,35,Okomfo,Varies,17 years,Fante,Married Ana aware,Yes Nyew,Lives with over 5 people NkorÉ”fo a wÉ”bor enum tse,Varies,1,1,0,3,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,NA,1,0,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0
study 1,2018-03-22,JBrahinsky,US,urban,charismatic,99195,Female,70,Retired Professor,NA,Firever,Eng,Divorced,Yes,Lives alone,1,1,2,2,NA,NA,1,2,2,2,0,0,1,0,1,1,NA,1,NA,1,1,1,1,0,1,1,0,1,0,1,1,NA,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
study 1,2017-06-07,Jdulin,Ghana,urban,local,99196,Male,57,Traditionalist And Mason,6 Hours,57,Fante,Married,No,"Spouse,Multiple children",Six,1,2,2,2,3,3,2,3,0,0,0,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0
study 1,2017-04-26,JBrahinsky,US,rural,local,99197,Male,47,Physics Professor,Many,10,Eng,Married,Yes,"Child,Spouse",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-03-26,Emng,China,urban,charismatic,99198,Male,34,Banker,Stable,Born And Raised,Shanghainese,Single,Yes,"Mother,Father",2,0,1,1,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,0,0,0,1,1
study 1,2017-03-23,Rsmith,Vanuatu,urban,charismatic,99199,Male,51,Unemployed,N/a,21y,"Makira, Namakira",Maret finis (Married),Yes,"man o woman blong yu (Spouse),sam pikinini (Multiple children)","Sunday, Devotion-2 Or 3",1,1,0,1,2,0,0,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0.5,0,0,1,1,0,1,0.5,0,0.5,0,1,0,0
study 1,2017-10-08,JBrahinsky,US,urban,charismatic,99200,Male,60,Bldg Grounds Repair,43348,0.6,Eng,Married,Yes,Spouse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
study 1,2017-04-25,Jdulin,Ghana,urban,local,99201,Female,37,Traditionalist,2-3hours,Forgot To Ask,Fante,Divorced,No,Lives alone,7,1,1,2,1,3,0,3,2,3,3,3,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1
study 1,2017-09-10,Rsmith,Vanuatu,rural,charismatic,99202,Female,65,Gardener,NA,NA,"Silimauri, Tongoa- Namaku",Maret finis (Married),No,"wan pikinini (Child),man o woman blong yu (Spouse)",3,1,3,0,NA,1,NA,NA,0,2,0,3,0,2,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0.5,0,0,NA,0
study 1,2017-10-07,JBrahinsky,US,urban,charismatic,99203,Male,41,Teacher,43284,41,Eng,Married,Yes,"Spouse,Multiple children",2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
study 1,2017-02-09,Faulino,Thailand,urban,charismatic,99204,NA,39,Professor,"9-5, But Clearly More,",Life,Northern And Thai,à¹‚à¸ªà¸”,à¹„à¸”à¹‰,"à¹à¸¡à¹ˆ,à¸žà¹ˆà¸­,à¸à¸²à¸•à¸´à¸„à¸™à¸­à¸·à¹ˆà¸™,à¸žà¸µà¹ˆà¸™à¹‰à¸­à¸‡",Lots,NA,3,NA,1,0,1,0,3,0,0,1,1,3,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
study 1,2017-02-20,JBrahinsky,US,rural,charismatic,99205,Female,21,Fitness Center Me N Eds Pizza- Student,6am-10pm -lots,16,Eng,Single,Yes,Mother,2 Home Group And Church,1,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1
study 1,2017-08-04,Jdulin,Ghana,urban,local,99206,Male,24,Dancer And Drummer,2,24,Fante,Single,Yes,Lives alone,6,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
study 1,2017-01-09,Emng,China,urban,local,99207,Female,35,Real Estate,Steady,15 Years,Jiangsu Dialect,Single,Yes,Friends/roommates,One,0,3,0,0,1,3,2,1,NA,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
study 1,2017-07-20,VDzokoto,Ghana,rural,charismatic,99208,Female,30,Teacher,8-2:30,5 Years,"Fante, English",Married Ana aware,Yes Nyew,Spouse Menye me kum/yer,3,1,3,1,1,2,0,2,1,3,0,3,1,2,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
